Resource,A,AC,AHF,AID,AIF,AIUR,ALD,AOFD,AUF,CA,CBO,CC,CE,CF,CIW,CL,CM,COC,CR,ChC,DAC,DD,DOIH,EC,FO,HDiff,HEff,HPLen,HPVoc,HPVol,I,IUR,JUC,LCOM1,LCOM2,LCOM3,LOC,MDC,MHF,MIC,MIF,MNOB,MNOL,MNOP,MPC,MSOO,NAM,NCC,NIC,NOA,NOAM,NOC,NOCC,NOCON,NOCP,NOED,NOIS,NOLV,NOM,NOO,NOOM,NOP,NOPA,NORM,NOprnd,NOprtr,NUOprnd,NUOprtr,PC,PF,PIS,PPkgM,PPrivM,PProtM,PPubM,PS,PUR,RFC,RMD,TCC,TCR,TRAp,TRAu,TRDp,TRDu,VOD,WCM,WMPC1,WMPC2,WOC
XE210.org.apache.xerces.dom3.as.ElementEditAS.getDefinedElementTypes,,,,0,,,0,,,,,1,,,,,,,75,,,,,1,,,,,,,,,0,,,,1,1,,,,0,,0,0,,,,0,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
XE210.org.apache.xerces.dom3.as.ElementEditAS.getParentElements,,,,0,,,0,,,,,1,,,,,,,86,,,,,1,,,,,,,,,0,,,,1,1,,,,0,,0,0,,,,0,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,600,,,,,,,,,
XE210.org.apache.xerces.dom3.as.ElementEditAS.isElementDefined,,,,0,,,0,,,,,1,,,,,,,86,,,,,1,,,,,,,,,0,,,,1,1,,,,0,,1,0,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,600,,,,,,,,,
XE210.org.apache.xerces.dom3.as.ElementEditAS.isElementDefinedNS,,,,0,,,0,,,,,1,,,,,,,75,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,3,0,,,,0,,,,,,,,,0,,,,3,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
XE210.org.apache.xerces.dom3.as.NodeEditAS,,4,,,,,,0,0,,2,1,1,,9,67,0,0,77,0,0,1,0,5,2,1,31,12,6,31,,,0,10,100,,15,5,,0,,,0,2,,1,0,,,0,,1,3,0,,1,1,,5,5,0,,0,0,4,8,4,2,,,,0,0,0,100,,,5,,0,342,0,0,0,0,0,0,5,13,56
XE210.org.apache.xerces.dom3.as.NodeEditAS.canAppendChild,,,,0,,,0,,,,,1,,,,,,,86,,,,,1,,,,,,,,,0,,,,1,1,,,,0,,1,0,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,600,,,,,,,,,
XE210.org.apache.xerces.dom3.as.NodeEditAS.canInsertBefore,,,,0,,,0,,,,,1,,,,,,,83,,,,,1,,,,,,,,,0,,,,2,1,,,,0,,2,0,,,,0,,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,500,,,,,,,,,
XE210.org.apache.xerces.dom3.as.NodeEditAS.canRemoveChild,,,,0,,,0,,,,,1,,,,,,,86,,,,,1,,,,,,,,,0,,,,1,1,,,,0,,1,0,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,600,,,,,,,,,
XE210.org.apache.xerces.dom3.as.NodeEditAS.canReplaceChild,,,,0,,,0,,,,,1,,,,,,,78,,,,,1,,,,,,,,,0,,,,2,1,,,,0,,2,0,,,,0,,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,350,,,,,,,,,
XE210.org.apache.xerces.dom3.as.NodeEditAS.isNodeValid,,,,0,,,0,,,,,1,,,,,,,88,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,2,0,,,,0,,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,767,,,,,,,,,
XE210.org.apache.xerces.impl,24,77,,,,,,,,76,60,49,77,,,,,,23,,15,,5,174,40,1052,23483452,29420,664,235627,50,,0,928,98,100,10118,210,,3,,,13,9,,49,,76,,35,26,41,7,2,16,77,43,,84,50,27,,,168,14346,15074,625,39,53,,16,0,13,34,53,21,76,237,18,,30,14,225,17,155,17,,287,110,
XE210.org.apache.xerces.impl.Constants,,429,,,,,,1,9,,3,3,2,,145,67,116,69,39,69,1,3,1,10,1,11,42648,502,244,3981,,,0,1,98,80,272,12,,0,,,2,3,,3,0,,,0,,2,0,1,,2,2,,6,6,0,,0,7,269,233,226,18,,,,0,5,0,95,,,24,,100,63,0,0,0,0,1,561,13,10,4
XE210.org.apache.xerces.impl.Constants.ArrayEnumeration,,4,,,,,,0,0,,1,2,2,,2,33,4,0,61,2,0,1,1,3,0,11,942,22,14,84,,,0,0,17,0,17,3,,0,,,1,1,,2,0,,,2,,1,0,1,,2,2,,4,2,2,,0,1,9,13,4,10,,,,0,40,0,60,,,16,,100,159,0,0,0,0,0,4,4,2,100
XE210.org.apache.xerces.impl.Constants.ArrayEnumeration.ArrayEnumeration,,,,0,,,1,,,,,1,,,,,,,50,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,1,0,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,100,,,,,,,,,
XE210.org.apache.xerces.impl.Constants.ArrayEnumeration.hasMoreElements,,,,0,,,2,,,,,1,,,,,,,80,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,0,0,,,,0,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,400,,,,,,,,,
XE210.org.apache.xerces.impl.Constants.ArrayEnumeration.nextElement,,,,0,,,2,,,,,2,,,,,,,62,,,,,1,,,,,,,,,0,,,,6,1,,,,1,,0,1,,,,0,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,160,,,,,,,,,
XE210.org.apache.xerces.impl.Constants.Constants,,,,0,,,0,,,,,1,,,,,,,50,,,,,1,,,,,,,,,0,,,,1,1,,,,0,,0,0,,,,0,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,100,,,,,,,,,
XE210.org.apache.xerces.impl.Constants.getSAXFeatures,,,,0,,,2,,,,,2,,,,,,,40,,,,,1,,,,,,,,,0,,,,4,1,,,,0,,0,1,,,,0,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,67,,,,,,,,,
XE210.org.apache.xerces.impl.Constants.getSAXProperties,,,,0,,,2,,,,,2,,,,,,,40,,,,,1,,,,,,,,,0,,,,4,1,,,,0,,0,1,,,,0,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,67,,,,,,,,,
XE210.org.apache.xerces.impl.Constants.getXercesFeatures,,,,0,,,2,,,,,2,,,,,,,40,,,,,1,,,,,,,,,0,,,,4,1,,,,0,,0,1,,,,0,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,67,,,,,,,,,
XE210.org.apache.xerces.impl.Constants.getXercesProperties,,,,0,,,2,,,,,2,,,,,,,40,,,,,1,,,,,,,,,0,,,,4,1,,,,0,,0,1,,,,0,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,67,,,,,,,,,
XE210.org.apache.xerces.impl.Constants.main,,,,0,,,8,,,,,1,,,,,,,22,,,,,1,,,,,,,,,0,,,,6,1,,,,0,,1,1,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,29,,,,,,,,,
XE210.org.apache.xerces.impl.Constants.print,,,,1,,,0,,,,,3,,,,,,,13,,,,,1,,,,,,,,,0,,,,14,3,,,,2,,3,4,,,,1,,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,15,,,,,,,,,
XE210.org.apache.xerces.impl.ExternalSubsetResolver,,0,,,,,,0,100,,4,1,5,,1,0,3,1,73,1,0,4,0,1,4,0,0,0,0,0,,,0,,,,5,1,,0,,,0,1,,1,0,,,0,,1,1,0,,5,5,,1,1,0,,0,0,0,0,0,0,,,,0,0,0,100,,,2,,0,276,0,0,0,0,0,2,1,2,100
XE210.org.apache.xerces.impl.ExternalSubsetResolver.getExternalSubset,,,,0,,,0,,,,,1,,,,,,,85,,,,,1,,,,,,,,,0,,,,2,1,,,,0,,1,0,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,550,,,,,,,,,
XE210.org.apache.xerces.impl.RevalidationHandler,,0,,,,,,0,100,,1,1,2,,1,33,3,1,76,1,0,3,0,1,1,0,0,0,0,0,,,0,,,,3,1,,0,,,0,2,,1,0,,,0,,1,5,0,,2,2,,1,1,0,,0,0,0,0,0,0,,,,0,0,0,100,,,1,,0,310,0,0,0,0,0,1,1,3,100
XE210.org.apache.xerces.impl.RevalidationHandler.characterData,,,,0,,,0,,,,,1,,,,,,,88,,,,,1,,,,,,,,,0,,,,1,1,,,,0,,2,0,,,,0,,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,700,,,,,,,,,
XE210.org.apache.xerces.impl.Version,,6,,,,,,1,0,,1,1,1,,3,75,0,0,67,0,0,2,1,2,0,3,120,12,10,40,,,0,1,50,100,10,2,,0,,,0,1,,1,0,,,1,,1,0,0,,1,0,,3,2,0,,1,1,6,6,5,5,,,,0,25,0,75,,,14,,0,205,0,0,0,0,1,0,2,3,67
XE210.org.apache.xerces.impl.Version.getVersion,,,,0,,,1,,,,,1,,,,,,,67,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,0,0,,,,0,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,200,,,,,,,,,
XE210.org.apache.xerces.impl.Version.main,,,,1,,,1,,,,,1,,,,,,,57,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,1,1,,,,1,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,133,,,,,,,,,
XE210.org.apache.xerces.impl.XML11DTDScannerImpl,,9,,,,14,,2,0,,10,9,7,,0,53,5,0,51,6,1,4,3,22,7,27,47832,280,77,1755,,0,0,91,93,,103,20,,1,,,5,3,,9,0,,,1,0,1,0,2,,7,7,,13,12,12,,0,15,128,152,54,23,,,,0,7,80,13,,,109,,,105,0,21,0,0,3,5,28,24,12
XE210.org.apache.xerces.impl.XML11DTDScannerImpl.XML11DTDScannerImpl,,,,0,,,0,,,,,1,,,,,,,100,,,,,1,,,,,,,,,0,,,,1,1,,,,0,,0,1,,,,0,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
XE210.org.apache.xerces.impl.XML11DTDScannerImpl.XML11DTDScannerImpl,,,,0,,,0,,,,,1,,,,,,,20,,,,,1,,,,,,,,,0,,,,4,1,,,,0,,3,1,,,,0,,,,,,,,,0,,,,3,,,,,,,,,,,,,,,,,,,25,,,,,,,,,
XE210.org.apache.xerces.impl.XML11DTDScannerImpl.getVersionNotSupportedKey,,,,0,,,0,,,,,1,,,,,,,50,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,0,0,,,,0,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,100,,,,,,,,,
XE210.org.apache.xerces.impl.XML11DTDScannerImpl.isInvalid,,,,0,,,0,,,,,1,,,,,,,50,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,1,1,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,100,,,,,,,,,
XE210.org.apache.xerces.impl.XML11DTDScannerImpl.isInvalidLiteral,,,,0,,,0,,,,,1,,,,,,,50,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,1,1,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,100,,,,,,,,,
XE210.org.apache.xerces.impl.XML11DTDScannerImpl.isUnchangedByNormalization,,,,3,,,0,,,,,3,,,,,,,41,,,,,3,,,,,,,,,0,,,,10,1,,,,1,,1,1,,,,1,,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,70,,,,,,,,,
XE210.org.apache.xerces.impl.XML11DTDScannerImpl.isValidNCName,,,,0,,,0,,,,,1,,,,,,,50,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,1,1,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,100,,,,,,,,,
XE210.org.apache.xerces.impl.XML11DTDScannerImpl.isValidNameChar,,,,0,,,0,,,,,1,,,,,,,50,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,1,1,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,100,,,,,,,,,
XE210.org.apache.xerces.impl.XML11DTDScannerImpl.isValidNameStartChar,,,,0,,,0,,,,,1,,,,,,,50,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,1,1,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,100,,,,,,,,,
XE210.org.apache.xerces.impl.XML11DTDScannerImpl.isValidNameStartHighSurrogate,,,,0,,,0,,,,,1,,,,,,,50,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,1,1,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,100,,,,,,,,,
XE210.org.apache.xerces.impl.XML11DTDScannerImpl.normalizeWhitespace,,,,3,,,0,,,,,3,,,,,,,31,,,,,1,,,,,,,,,0,,,,9,1,,,,1,,1,1,,,,1,,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,44,,,,,,,,,
XE210.org.apache.xerces.impl.XML11DTDScannerImpl.normalizeWhitespace,,,,3,,,0,,,,,3,,,,,,,31,,,,,1,,,,,,,,,0,,,,9,1,,,,1,,2,1,,,,1,,,,,,,,,3,,,,2,,,,,,,,,,,,,,,,,,,44,,,,,,,,,
XE210.org.apache.xerces.impl.XML11DTDScannerImpl.scanPubidLiteral,,,,1,,,2,,,,,9,,,,,,,35,,,,,7,,,,,,,,,0,,,,42,7,,,,11,,1,7,,,,1,,,,,,,,,4,,,,1,,,,,,,,,,,,,,,,,,,53,,,,,,,,,
XE210.org.apache.xerces.impl.XML11DTDScannerImpl.versionSupported,,,,0,,,0,,,,,1,,,,,,,50,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,1,1,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,100,,,,,,,,,
XE210.org.apache.xerces.impl.XML11DocumentScannerImpl,,36,,,,20,,6,0,,13,49,10,,0,50,6,0,32,6,2,5,4,23,4,47,337442,995,144,7134,,0,0,99,90,75,346,45,,1,,,13,5,,49,0,,,4,0,1,1,1,,10,7,,18,14,14,,0,33,473,522,120,24,,,,0,21,74,5,,,144,,,46,2,33,4,20,4,8,84,31,14
XE210.org.apache.xerces.impl.XML11DocumentScannerImpl.XML11DocumentScannerImpl,,,,0,,,0,,,,,1,,,,,,,100,,,,,1,,,,,,,,,0,,,,1,1,,,,0,,0,1,,,,0,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
XE210.org.apache.xerces.impl.XML11DocumentScannerImpl.getVersionNotSupportedKey,,,,0,,,0,,,,,1,,,,,,,50,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,0,0,,,,0,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,100,,,,,,,,,
XE210.org.apache.xerces.impl.XML11DocumentScannerImpl.isInvalid,,,,0,,,0,,,,,1,,,,,,,50,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,1,1,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,100,,,,,,,,,
XE210.org.apache.xerces.impl.XML11DocumentScannerImpl.isInvalidLiteral,,,,0,,,0,,,,,1,,,,,,,50,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,1,1,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,100,,,,,,,,,
XE210.org.apache.xerces.impl.XML11DocumentScannerImpl.isUnchangedByNormalization,,,,3,,,0,,,,,3,,,,,,,41,,,,,3,,,,,,,,,0,,,,10,1,,,,1,,1,1,,,,1,,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,70,,,,,,,,,
XE210.org.apache.xerces.impl.XML11DocumentScannerImpl.isValidNCName,,,,0,,,0,,,,,1,,,,,,,50,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,1,1,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,100,,,,,,,,,
XE210.org.apache.xerces.impl.XML11DocumentScannerImpl.isValidNameChar,,,,0,,,0,,,,,1,,,,,,,50,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,1,1,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,100,,,,,,,,,
XE210.org.apache.xerces.impl.XML11DocumentScannerImpl.isValidNameStartChar,,,,0,,,0,,,,,1,,,,,,,50,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,1,1,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,100,,,,,,,,,
XE210.org.apache.xerces.impl.XML11DocumentScannerImpl.isValidNameStartHighSurrogate,,,,0,,,0,,,,,1,,,,,,,50,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,1,1,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,100,,,,,,,,,
XE210.org.apache.xerces.impl.XML11DocumentScannerImpl.normalizeWhitespace,,,,3,,,0,,,,,3,,,,,,,31,,,,,1,,,,,,,,,0,,,,9,1,,,,1,,1,1,,,,1,,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,44,,,,,,,,,
XE210.org.apache.xerces.impl.XML11DocumentScannerImpl.normalizeWhitespace,,,,3,,,0,,,,,3,,,,,,,31,,,,,1,,,,,,,,,0,,,,9,1,,,,1,,2,1,,,,1,,,,,,,,,3,,,,2,,,,,,,,,,,,,,,,,,,44,,,,,,,,,
XE210.org.apache.xerces.impl.XML11DocumentScannerImpl.scanAttributeValue,,,,6,,,15,,,,,49,,,,,,,11,,,,,1,,,,,,,,,0,,,,209,21,,,,62,,5,26,,,,4,,,,,,,,,8,,,,5,,,,,,,,,,,,,,,,,,,13,,,,,,,,,
XE210.org.apache.xerces.impl.XML11DocumentScannerImpl.scanContent,,,,1,,,5,,,,,8,,,,,,,30,,,,,1,,,,,,,,,0,,,,35,5,,,,6,,0,8,,,,1,,,,,,,,,2,,,,0,,,,,,,,,,,,,,,,,,,43,,,,,,,,,
XE210.org.apache.xerces.impl.XML11DocumentScannerImpl.scanPubidLiteral,,,,1,,,2,,,,,9,,,,,,,35,,,,,7,,,,,,,,,0,,,,42,7,,,,11,,1,7,,,,1,,,,,,,,,4,,,,1,,,,,,,,,,,,,,,,,,,53,,,,,,,,,
XE210.org.apache.xerces.impl.XML11DocumentScannerImpl.versionSupported,,,,0,,,0,,,,,1,,,,,,,33,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,1,1,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,50,,,,,,,,,
XE210.org.apache.xerces.impl.XML11EntityScanner,,0,,,,75,,3,0,,10,34,8,,12,38,1,0,23,2,0,5,2,145,4,218,6737251,4127,178,30852,,75,0,,,,1041,148,,1,,,7,2,,34,0,,,0,0,1,0,1,,8,8,,12,12,12,,0,22,2071,2056,147,31,,,,0,0,0,100,,,83,,0,30,6,100,0,0,3,1,218,20,100
XE210.org.apache.xerces.impl.XML11EntityScanner.XML11EntityScanner,,,,0,,,0,,,,,1,,,,,,,50,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,0,1,,,,0,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,100,,,,,,,,,
XE210.org.apache.xerces.impl.XML11EntityScanner.peekChar,,,,3,,,1,,,,,4,,,,,,,44,,,,,1,,,,,,,,,0,,,,12,1,,,,3,,0,2,,,,1,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,80,,,,,,,,,
XE210.org.apache.xerces.impl.XML11EntityScanner.scanChar,,,,5,,,1,,,,,6,,,,,,,30,,,,,1,,,,,,,,,0,,,,25,2,,,,5,,0,2,,,,1,,,,,,,,,3,,,,0,,,,,,,,,,,,,,,,,,,43,,,,,,,,,
XE210.org.apache.xerces.impl.XML11EntityScanner.scanContent,,,,7,,,1,,,,,21,,,,,,,25,,,,,15,,,,,,,,,0,,,,99,12,,,,22,,1,5,,,,1,,,,,,,,,8,,,,1,,,,,,,,,,,,,,,,,,,34,,,,,,,,,
XE210.org.apache.xerces.impl.XML11EntityScanner.scanData,,,,7,,,1,,,,,34,,,,,,,20,,,,,29,,,,,,,,,0,,,,167,29,,,,33,,2,8,,,,1,,,,,,,,,19,,,,2,,,,,,,,,,,,,,,,,,,25,,,,,,,,,
XE210.org.apache.xerces.impl.XML11EntityScanner.scanLiteral,,,,8,,,1,,,,,21,,,,,,,26,,,,,15,,,,,,,,,0,,,,102,12,,,,22,,2,5,,,,1,,,,,,,,,8,,,,2,,,,,,,,,,,,,,,,,,,36,,,,,,,,,
XE210.org.apache.xerces.impl.XML11EntityScanner.scanNCName,,,,5,,,2,,,,,25,,,,,,,15,,,,,20,,,,,,,,,0,,,,125,20,,,,30,,0,8,,,,1,,,,,,,,,14,,,,0,,,,,,,,,,,,,,,,,,,18,,,,,,,,,
XE210.org.apache.xerces.impl.XML11EntityScanner.scanName,,,,5,,,2,,,,,25,,,,,,,15,,,,,20,,,,,,,,,0,,,,125,20,,,,30,,0,8,,,,1,,,,,,,,,14,,,,0,,,,,,,,,,,,,,,,,,,18,,,,,,,,,
XE210.org.apache.xerces.impl.XML11EntityScanner.scanNmtoken,,,,5,,,2,,,,,16,,,,,,,20,,,,,11,,,,,,,,,0,,,,83,11,,,,19,,0,7,,,,1,,,,,,,,,11,,,,0,,,,,,,,,,,,,,,,,,,25,,,,,,,,,
XE210.org.apache.xerces.impl.XML11EntityScanner.scanQName,,,,7,,,3,,,,,32,,,,,,,14,,,,,22,,,,,,,,,0,,,,170,25,,,,38,,1,10,,,,3,,,,,,,,,21,,,,1,,,,,,,,,,,,,,,,,,,16,,,,,,,,,
XE210.org.apache.xerces.impl.XML11EntityScanner.skipChar,,,,5,,,1,,,,,8,,,,,,,31,,,,,1,,,,,,,,,0,,,,37,4,,,,10,,1,2,,,,1,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,45,,,,,,,,,
XE210.org.apache.xerces.impl.XML11EntityScanner.skipSpaces,,,,6,,,1,,,,,19,,,,,,,30,,,,,4,,,,,,,,,0,,,,67,6,,,,19,,0,4,,,,1,,,,,,,,,4,,,,0,,,,,,,,,,,,,,,,,,,42,,,,,,,,,
XE210.org.apache.xerces.impl.XML11EntityScanner.skipString,,,,5,,,1,,,,,6,,,,,,,42,,,,,5,,,,,,,,,0,,,,23,5,,,,4,,1,4,,,,1,,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,72,,,,,,,,,
XE210.org.apache.xerces.impl.XML11NSDocumentScannerImpl,,12,,,,26,,9,50,,21,30,16,,2,43,6,4,29,6,1,7,5,19,9,69,672460,1371,134,9688,,21,0,6,66,70,502,49,,2,,,5,1,,30,0,,,4,2,2,0,0,,16,12,,12,8,6,,0,38,670,701,111,23,,,,0,17,67,17,,,157,,0,41,14,225,0,0,1,10,88,11,400
XE210.org.apache.xerces.impl.XML11NSDocumentScannerImpl.NS11ContentDispatcher,,0,,,,20,,0,0,,9,4,5,,0,55,0,0,37,2,0,4,3,5,4,11,4105,78,25,362,,40,0,,,,41,7,,1,,,3,0,,4,0,,,0,1,1,0,0,,5,12,,2,2,1,,0,11,34,44,15,10,,,,0,50,50,0,,,35,,,60,10,50,0,0,5,0,8,2,2
XE210.org.apache.xerces.impl.XML11NSDocumentScannerImpl.NS11ContentDispatcher.reconfigurePipeline,,,,0,,,3,,,,,4,,,,,,,35,,,,,1,,,,,,,,,0,,,,16,3,,,,4,,0,6,,,,0,,,,,,,,,2,,,,0,,,,,,,,,,,,,,,,,,,53,,,,,,,,,
XE210.org.apache.xerces.impl.XML11NSDocumentScannerImpl.NS11ContentDispatcher.scanRootElementHook,,,,0,,,7,,,,,4,,,,,,,37,,,,,4,,,,,,,,,0,,,,23,4,,,,4,,0,7,,,,0,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,58,,,,,,,,,
XE210.org.apache.xerces.impl.XML11NSDocumentScannerImpl.createContentDispatcher,,,,0,,,0,,,,,1,,,,,,,50,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,0,1,,,,0,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,100,,,,,,,,,
XE210.org.apache.xerces.impl.XML11NSDocumentScannerImpl.reset,,,,0,,,2,,,,,1,,,,,,,0,,,,,1,,,,,,,,,0,,,,6,1,,,,0,,1,1,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
XE210.org.apache.xerces.impl.XML11NSDocumentScannerImpl.scanAttribute,,,,12,,,11,,,,,18,,,,,,,23,,,,,1,,,,,,,,,0,,,,108,7,,,,17,,1,19,,,,7,,,,,,,,,7,,,,1,,,,,,,,,,,,,,,,,,,30,,,,,,,,,
XE210.org.apache.xerces.impl.XML11NSDocumentScannerImpl.scanEndElement,,,,2,,,11,,,,,7,,,,,,,40,,,,,1,,,,,,,,,0,,,,30,3,,,,6,,0,8,,,,2,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,66,,,,,,,,,
XE210.org.apache.xerces.impl.XML11NSDocumentScannerImpl.scanStartElement,,,,11,,,18,,,,,30,,,,,,,20,,,,,4,,,,,,,,,0,,,,151,14,,,,29,,0,24,,,,6,,,,,,,,,10,,,,0,,,,,,,,,,,,,,,,,,,25,,,,,,,,,
XE210.org.apache.xerces.impl.XML11NSDocumentScannerImpl.scanStartElementAfterName,,,,11,,,19,,,,,29,,,,,,,14,,,,,4,,,,,,,,,0,,,,149,14,,,,28,,0,23,,,,6,,,,,,,,,9,,,,0,,,,,,,,,,,,,,,,,,,16,,,,,,,,,
XE210.org.apache.xerces.impl.XML11NSDocumentScannerImpl.scanStartElementName,,,,0,,,3,,,,,1,,,,,,,69,,,,,1,,,,,,,,,0,,,,5,1,,,,0,,0,2,,,,0,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,225,,,,,,,,,
XE210.org.apache.xerces.impl.XML11NSDocumentScannerImpl.setDTDValidator,,,,0,,,1,,,,,1,,,,,,,67,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,1,0,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,200,,,,,,,,,
XE210.org.apache.xerces.impl.XML11NamespaceBinder,,0,,,,8,,0,0,,0,1,0,,0,100,0,0,76,1,0,1,2,2,0,1,1,2,2,2,,8,0,,,,7,2,,0,,,0,2,,1,0,,,0,0,1,0,1,,0,0,,1,1,1,,0,0,1,1,1,1,,,,0,0,50,50,,,71,,,320,0,0,0,0,0,0,2,3,1
XE210.org.apache.xerces.impl.XML11NamespaceBinder.XML11NamespaceBinder,,,,0,,,0,,,,,1,,,,,,,67,,,,,1,,,,,,,,,0,,,,2,1,,,,0,,0,0,,,,0,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,200,,,,,,,,,
XE210.org.apache.xerces.impl.XML11NamespaceBinder.prefixBoundToNullURI,,,,0,,,0,,,,,1,,,,,,,50,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,2,0,,,,0,,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,100,,,,,,,,,
XE210.org.apache.xerces.impl.XMLDTDScannerImpl,,114,,,,53,,13,15,,23,33,20,,15,38,16,8,30,17,4,6,2,108,14,71,1912139,3235,334,27121,,53,0,486,91,92,1311,177,,2,,,12,5,,33,2,,,24,26,1,1,2,,20,17,,66,42,16,,0,83,1541,1694,306,28,,,,0,51,26,22,,,181,,19,43,3,57,0,5,5,24,287,83,267
XE210.org.apache.xerces.impl.XMLDTDScannerImpl.XMLDTDScannerImpl,,,,0,,,0,,,,,1,,,,,,,100,,,,,1,,,,,,,,,0,,,,1,1,,,,0,,0,0,,,,0,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
