Description,Severity,Resource,In Folder,Location,
"Feature Envy (ALD = 2, NIC = 2, AID = 8)",Info,DurationImpl.java,/XE210/src/org/apache/xerces/jaxp/datatype,line 1900,
"Feature Envy (ALD = 1, NIC = 2, AID = 6)",Info,DurationImpl.java,/XE210/src/org/apache/xerces/jaxp/datatype,line 1411,
"Feature Envy (ALD = 0, NIC = 1, AID = 6)",Info,DurationImpl.java,/XE210/src/org/apache/xerces/jaxp/datatype,line 1655,
"God Method (MNOB = 14, LOC = 115, NOP = 1, NOLV = 10)",Info,DurationImpl.java,/XE210/src/org/apache/xerces/jaxp/datatype,line 694,
"God Class (AOFD = 6, TCC = 21, WMPC1 = 190)",Info,ElementImpl.java,/XE210/src/org/apache/xerces/dom,line 58,
"Shotgun Surgery (CM = 572, ChC = 103)",Info,ElementImpl.java,/XE210/src/org/apache/xerces/dom,line 58,
"Data Class (NOPA = 11, WOC = 0, NAM = 0)",Info,ElementState.java,/XE210/src/org/apache/xml/serialize,line 35,
"Feature Envy (ALD = 0, NIC = 1, AID = 6)",Info,EntityDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 36,
"Data Class (NOPA = 9, WOC = 16, NAM = 7)",Info,EventImpl.java,/XE210/src/org/apache/xerces/dom/events,line 34,
"Feature Envy (ALD = 1, NIC = 2, AID = 6)",Info,ExtendedSchemaDVFactoryImpl.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 41,
"Feature Envy (ALD = 0, NIC = 1, AID = 5)",Info,Field.java,/XE210/src/org/apache/xerces/impl/xs/identity,line 246,
"Feature Envy (ALD = 0, NIC = 1, AID = 7)",Info,FloatDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 36,
Refused Bequest (AIUR = 0),Info,HTMLDOMImplementationImpl.java,/XE210/src/org/apache/html/dom,line 37,
"Shotgun Surgery (CM = 274, ChC = 56)",Info,HTMLElementImpl.java,/XE210/src/org/apache/html/dom,line 42,
Refused Bequest (AIUR = 0),Info,HTMLElementImpl.java,/XE210/src/org/apache/html/dom,line 42,
"God Class (AOFD = 5, TCC = 18, WMPC1 = 111)",Info,HTMLSerializer.java,/XE210/src/org/apache/xml/serialize,line 93,
"God Method (MNOB = 35, LOC = 134, NOP = 4, NOLV = 12)",Info,HTMLSerializer.java,/XE210/src/org/apache/xml/serialize,line 193,
"God Method (MNOB = 30, LOC = 106, NOP = 1, NOLV = 9)",Info,HTMLSerializer.java,/XE210/src/org/apache/xml/serialize,line 695,
"God Method (MNOB = 25, LOC = 88, NOP = 2, NOLV = 6)",Info,HTMLSerializer.java,/XE210/src/org/apache/xml/serialize,line 475,
Refused Bequest (AIUR = 0),Info,HTTPInputSource.java,/XE210/src/org/apache/xerces/util,line 40,
"Feature Envy (ALD = 0, NIC = 1, AID = 6)",Info,HexBinaryDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 37,
"Feature Envy (ALD = 0, NIC = 1, AID = 6)",Info,IDDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 36,
"Feature Envy (ALD = 0, NIC = 1, AID = 6)",Info,IDREFDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 36,
"Shotgun Surgery (CM = 19, ChC = 13)",Info,IdentityConstraint.java,/XE210/src/org/apache/xerces/impl/xs/identity,line 36,
"Shotgun Surgery (CM = 37, ChC = 34)",Info,InvalidDatatypeValueException.java,/XE210/src/org/apache/xerces/impl/dv,line 28,
"Shotgun Surgery (CM = 70, ChC = 12)",Info,ItemPSVI.java,/XE210/src/org/apache/xerces/xs,line 23,
"Shotgun Surgery (CM = 23, ChC = 6)",Info,JAXPValidationMessageFormatter.java,/XE210/src/org/apache/xerces/jaxp/validation,line 29,
"Feature Envy (ALD = 0, NIC = 1, AID = 6)",Info,ListDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 38,
"Shotgun Surgery (CM = 13, ChC = 8)",Info,MalformedByteSequenceException.java,/XE210/src/org/apache/xerces/impl/io,line 35,
"Shotgun Surgery (CM = 13, ChC = 8)",Info,MessageFormatter.java,/XE210/src/org/apache/xerces/util,line 33,
"God Method (MNOB = 27, LOC = 71, NOP = 3, NOLV = 10)",Info,MixedContentModel.java,/XE210/src/org/apache/xerces/impl/dtd/models,line 118,
"Feature Envy (ALD = 2, NIC = 1, AID = 5)",Info,MonthDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 60,
"Feature Envy (ALD = 2, NIC = 1, AID = 5)",Info,MonthDayDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 63,
"Feature Envy (ALD = 1, NIC = 2, AID = 5)",Info,MonthDayDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 122,
"Data Class (NOPA = 0, WOC = 9, NAM = 10)",Info,MouseEventImpl.java,/XE210/src/org/apache/xerces/dom/events,line 30,
Refused Bequest (AIUR = 0),Info,MutationEventImpl.java,/XE210/src/org/apache/xerces/dom/events,line 29,
"Shotgun Surgery (CM = 46, ChC = 10)",Info,NamedNodeMapImpl.java,/XE210/src/org/apache/xerces/dom,line 58,
"Shotgun Surgery (CM = 78, ChC = 30)",Info,NamespaceContext.java,/XE210/src/org/apache/xerces/xni,line 35,
"Shotgun Surgery (CM = 43, ChC = 15)",Info,NamespaceSupport.java,/XE210/src/org/apache/xerces/util,line 34,
"Data Class (NOPA = 0, WOC = 25, NAM = 6)",Info,NodeImpl.java,/XE210/src/org/apache/xerces/impl/xs/opti,line 26,
"Shotgun Surgery (CM = 297, ChC = 47)",Info,NodeImpl.java,/XE210/src/org/apache/xerces/dom,line 80,
"Shotgun Surgery (CM = 13, ChC = 9)",Info,NodeImpl.java,/XE210/src/org/apache/xerces/impl/xs/opti,line 26,
"God Method (MNOB = 50, LOC = 198, NOP = 1, NOLV = 23)",Info,NodeImpl.java,/XE210/src/org/apache/xerces/dom,line 969,
"God Method (MNOB = 19, LOC = 97, NOP = 1, NOLV = 16)",Info,NodeImpl.java,/XE210/src/org/apache/xerces/dom,line 764,
"Feature Envy (ALD = 0, NIC = 2, AID = 8)",Info,NonValidatingConfiguration.java,/XE210/src/org/apache/xerces/parsers,line 645,
"God Method (MNOB = 20, LOC = 103, NOP = 3, NOLV = 17)",Info,ObjectFactory.java,/XE210/src/org/apache/xerces/dom,line 123,
"God Method (MNOB = 20, LOC = 103, NOP = 3, NOLV = 17)",Info,ObjectFactory.java,/XE210/src/org/apache/xerces/xinclude,line 121,
"God Method (MNOB = 20, LOC = 103, NOP = 3, NOLV = 17)",Info,ObjectFactory.java,/XE210/src/org/apache/xerces/parsers,line 121,
"God Method (MNOB = 20, LOC = 103, NOP = 3, NOLV = 17)",Info,ObjectFactory.java,/XE210/src/org/apache/html/dom,line 123,
"God Method (MNOB = 20, LOC = 103, NOP = 3, NOLV = 17)",Info,ObjectFactory.java,/XE210/src/org/apache/xml/serialize,line 121,
"God Method (MNOB = 20, LOC = 103, NOP = 3, NOLV = 17)",Info,ObjectFactory.java,/XE210/src/org/apache/xerces/impl/dv,line 123,
"God Class (AOFD = 5, TCC = 3, WMPC1 = 79)",Info,OutputFormat.java,/XE210/src/org/apache/xml/serialize,line 64,
"Shotgun Surgery (CM = 29, ChC = 9)",Info,OutputFormat.java,/XE210/src/org/apache/xml/serialize,line 64,
"Feature Envy (ALD = 0, NIC = 2, AID = 5)",Info,OutputFormat.java,/XE210/src/org/apache/xml/serialize,line 852,
"Feature Envy (ALD = 0, NIC = 1, AID = 5)",Info,OutputFormat.java,/XE210/src/org/apache/xml/serialize,line 949,
Refused Bequest (AIUR = 0),Info,PSVIAttrNSImpl.java,/XE210/src/org/apache/xerces/dom,line 42,
Refused Bequest (AIUR = 0),Info,PSVIElementNSImpl.java,/XE210/src/org/apache/xerces/dom,line 44,
"God Class (AOFD = 7, TCC = 11, WMPC1 = 122)",Info,ParentNode.java,/XE210/src/org/apache/xerces/dom,line 69,
"Shotgun Surgery (CM = 106, ChC = 29)",Info,ParentNode.java,/XE210/src/org/apache/xerces/dom,line 69,
"God Method (MNOB = 23, LOC = 112, NOP = 3, NOLV = 9)",Info,ParentNode.java,/XE210/src/org/apache/xerces/dom,line 290,
"Shotgun Surgery (CM = 92, ChC = 19)",Info,ParserConfigurationSettings.java,/XE210/src/org/apache/xerces/util,line 41,
"God Method (MNOB = 42, LOC = 128, NOP = 1, NOLV = 12)",Info,ParserForXMLSchema.java,/XE210/src/org/apache/xerces/impl/xpath/regex,line 168,
"Feature Envy (ALD = 0, NIC = 1, AID = 9)",Info,PrecisionDecimalDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 327,
"Shotgun Surgery (CM = 69, ChC = 6)",Info,Printer.java,/XE210/src/org/apache/xml/serialize,line 45,
"Shotgun Surgery (CM = 167, ChC = 51)",Info,QName.java,/XE210/src/org/apache/xerces/xni,line 33,
"Feature Envy (ALD = 0, NIC = 1, AID = 6)",Info,QNameDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 40,
"Feature Envy (ALD = 0, NIC = 1, AID = 10)",Info,REUtil.java,/XE210/src/org/apache/xerces/impl/xpath/regex,line 60,
"Feature Envy (ALD = 0, NIC = 1, AID = 10)",Info,REUtil.java,/XE210/src/org/apache/xerces/impl/xpath/regex,line 110,
"Feature Envy (ALD = 0, NIC = 1, AID = 5)",Info,RangeImpl.java,/XE210/src/org/apache/xerces/dom,line 1990,
"God Method (MNOB = 17, LOC = 102, NOP = 2, NOLV = 16)",Info,RangeImpl.java,/XE210/src/org/apache/xerces/dom,line 475,
"God Method (MNOB = 18, LOC = 76, NOP = 1, NOLV = 7)",Info,RangeImpl.java,/XE210/src/org/apache/xerces/dom,line 618,
"Feature Envy (ALD = 0, NIC = 2, AID = 7)",Info,RegexParser.java,/XE210/src/org/apache/xerces/impl/xpath/regex,line 1052,
"God Method (MNOB = 43, LOC = 149, NOP = 1, NOLV = 15)",Info,RegexParser.java,/XE210/src/org/apache/xerces/impl/xpath/regex,line 866,
"God Method (MNOB = 32, LOC = 94, NOP = 0, NOLV = 7)",Info,RegexParser.java,/XE210/src/org/apache/xerces/impl/xpath/regex,line 1087,
"God Method (MNOB = 33, LOC = 83, NOP = 0, NOLV = 5)",Info,RegexParser.java,/XE210/src/org/apache/xerces/impl/xpath/regex,line 641,
"God Method (MNOB = 27, LOC = 74, NOP = 0, NOLV = 6)",Info,RegexParser.java,/XE210/src/org/apache/xerces/impl/xpath/regex,line 745,
"God Class (AOFD = 9, TCC = 14, WMPC1 = 252)",Info,RegularExpression.java,/XE210/src/org/apache/xerces/impl/xpath/regex,line 487,
"Shotgun Surgery (CM = 16, ChC = 7)",Info,RegularExpression.java,/XE210/src/org/apache/xerces/impl/xpath/regex,line 487,
"God Method (MNOB = 83, LOC = 364, NOP = 5, NOLV = 27)",Info,RegularExpression.java,/XE210/src/org/apache/xerces/impl/xpath/regex,line 1041,
"God Method (MNOB = 32, LOC = 135, NOP = 3, NOLV = 18)",Info,RegularExpression.java,/XE210/src/org/apache/xerces/impl/xpath/regex,line 506,
"God Method (MNOB = 32, LOC = 118, NOP = 4, NOLV = 11)",Info,RegularExpression.java,/XE210/src/org/apache/xerces/impl/xpath/regex,line 887,
"God Method (MNOB = 30, LOC = 113, NOP = 2, NOLV = 13)",Info,RegularExpression.java,/XE210/src/org/apache/xerces/impl/xpath/regex,line 1569,
"God Method (MNOB = 30, LOC = 111, NOP = 4, NOLV = 11)",Info,RegularExpression.java,/XE210/src/org/apache/xerces/impl/xpath/regex,line 702,
"God Method (MNOB = 32, LOC = 79, NOP = 5, NOLV = 4)",Info,RegularExpression.java,/XE210/src/org/apache/xerces/impl/xpath/regex,line 1448,
Refused Bequest (AIUR = 0),Info,SAXInputSource.java,/XE210/src/org/apache/xerces/util,line 31,
"Shotgun Surgery (CM = 26, ChC = 7)",Info,SAXMessageFormatter.java,/XE210/src/org/apache/xerces/util,line 30,
"God Class (AOFD = 6, TCC = 11, WMPC1 = 69)",Info,SchemaDOM.java,/XE210/src/org/apache/xerces/impl/xs/opti,line 40,
"God Class (AOFD = 13, TCC = 0, WMPC1 = 30)",Info,SchemaGrammar.java,/XE210/src/org/apache/xerces/impl/xs,line 481,
"God Class (AOFD = 12, TCC = 4, WMPC1 = 150)",Info,SchemaGrammar.java,/XE210/src/org/apache/xerces/impl/xs,line 76,
"Shotgun Surgery (CM = 145, ChC = 25)",Info,SchemaGrammar.java,/XE210/src/org/apache/xerces/impl/xs,line 76,
"Feature Envy (ALD = 1, NIC = 2, AID = 7)",Info,SchemaGrammar.java,/XE210/src/org/apache/xerces/impl/xs,line 729,
"Feature Envy (ALD = 0, NIC = 2, AID = 5)",Info,SchemaGrammar.java,/XE210/src/org/apache/xerces/impl/xs,line 740,
"Feature Envy (ALD = 0, NIC = 1, AID = 5)",Info,SchemaGrammar.java,/XE210/src/org/apache/xerces/impl/xs,line 748,
"Feature Envy (ALD = 0, NIC = 2, AID = 5)",Info,SchemaGrammar.java,/XE210/src/org/apache/xerces/impl/xs,line 757,
"Feature Envy (ALD = 2, NIC = 1, AID = 5)",Info,SchemaGrammar.java,/XE210/src/org/apache/xerces/impl/xs,line 1394,
"God Method (MNOB = 7, LOC = 85, NOP = 2, NOLV = 10)",Info,SchemaGrammar.java,/XE210/src/org/apache/xerces/impl/xs,line 271,
"Feature Envy (ALD = 1, NIC = 2, AID = 5)",Info,SchemaNamespaceSupport.java,/XE210/src/org/apache/xerces/impl/xs,line 243,
"God Class (AOFD = 5, TCC = 16, WMPC1 = 79)",Info,SchemaParsingConfig.java,/XE210/src/org/apache/xerces/impl/xs/opti,line 55,
"Feature Envy (ALD = 0, NIC = 2, AID = 8)",Info,SchemaParsingConfig.java,/XE210/src/org/apache/xerces/impl/xs/opti,line 810,
"Shotgun Surgery (CM = 97, ChC = 32)",Info,SchemaSymbols.java,/XE210/src/org/apache/xerces/impl/xs,line 28,
Refused Bequest (AIUR = 0),Info,SecurityConfiguration.java,/XE210/src/org/apache/xerces/parsers,line 45,
Refused Bequest (AIUR = 0),Info,Selector.java,/XE210/src/org/apache/xerces/impl/xs/identity,line 161,
"Feature Envy (ALD = 1, NIC = 2, AID = 5)",Info,SerializerFactoryImpl.java,/XE210/src/org/apache/xml/serialize,line 95,
"Feature Envy (ALD = 1, NIC = 2, AID = 5)",Info,SerializerFactoryImpl.java,/XE210/src/org/apache/xml/serialize,line 48,
Refused Bequest (AIUR = 0),Info,ShadowedSymbolTable.java,/XE210/src/org/apache/xerces/util,line 31,
"Data Class (NOPA = 6, WOC = 17, NAM = 0)",Info,SoftReferenceGrammarPool.java,/XE210/src/org/apache/xerces/jaxp/validation,line 383,
"Feature Envy (ALD = 2, NIC = 2, AID = 5)",Info,SoftReferenceGrammarPool.java,/XE210/src/org/apache/xerces/jaxp/validation,line 350,
Refused Bequest (AIUR = 0),Info,SoftReferenceSymbolTableConfiguration.java,/XE210/src/org/apache/xerces/parsers,line 37,
Refused Bequest (AIUR = 0),Info,StAXInputSource.java,/XE210/src/org/apache/xerces/util,line 30,
"God Method (MNOB = 14, LOC = 72, NOP = 1, NOLV = 5)",Info,StAXSchemaParser.java,/XE210/src/org/apache/xerces/impl/xs/traversers,line 102,
"God Method (MNOB = 23, LOC = 103, NOP = 2, NOLV = 6)",Info,StAXValidatorHelper.java,/XE210/src/org/apache/xerces/jaxp/validation,line 475,
"Feature Envy (ALD = 0, NIC = 1, AID = 5)",Info,StandardParserConfiguration.java,/XE210/src/org/apache/xerces/parsers,line 317,
"Feature Envy (ALD = 0, NIC = 1, AID = 5)",Info,StandardParserConfiguration.java,/XE210/src/org/apache/xerces/parsers,line 375,
"God Method (MNOB = 15, LOC = 73, NOP = 2, NOLV = 11)",Info,StreamValidatorHelper.java,/XE210/src/org/apache/xerces/jaxp/validation,line 116,
"Feature Envy (ALD = 0, NIC = 1, AID = 6)",Info,StringDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 35,
"Shotgun Surgery (CM = 15, ChC = 14)",Info,StringListImpl.java,/XE210/src/org/apache/xerces/impl/xs/util,line 34,
"God Class (AOFD = 8, TCC = 20, WMPC1 = 49)",Info,SubstitutionGroupHandler.java,/XE210/src/org/apache/xerces/impl/xs,line 37,
"Shotgun Surgery (CM = 13, ChC = 6)",Info,SubstitutionGroupHandler.java,/XE210/src/org/apache/xerces/impl/xs,line 37,
"Shotgun Surgery (CM = 88, ChC = 12)",Info,SymbolHash.java,/XE210/src/org/apache/xerces/util,line 29,
"Shotgun Surgery (CM = 76, ChC = 46)",Info,SymbolTable.java,/XE210/src/org/apache/xerces/util,line 78,
Refused Bequest (AIUR = 0),Info,SynchronizedSymbolTable.java,/XE210/src/org/apache/xerces/util,line 28,
"Feature Envy (ALD = 0, NIC = 1, AID = 8)",Info,TextSerializer.java,/XE210/src/org/apache/xml/serialize,line 304,
"Feature Envy (ALD = 1, NIC = 2, AID = 6)",Info,TimeDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 105,
"Feature Envy (ALD = 2, NIC = 1, AID = 5)",Info,TimeDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 60,
"Shotgun Surgery (CM = 88, ChC = 6)",Info,Token.java,/XE210/src/org/apache/xerces/impl/xpath/regex,line 29,
Refused Bequest (AIUR = 0),Info,Token.java,/XE210/src/org/apache/xerces/impl/xpath/regex,line 1375,
Refused Bequest (AIUR = 0),Info,Token.java,/XE210/src/org/apache/xerces/impl/xpath/regex,line 1072,
Refused Bequest (AIUR = 0),Info,Token.java,/XE210/src/org/apache/xerces/impl/xpath/regex,line 1418,
Refused Bequest (AIUR = 0),Info,Token.java,/XE210/src/org/apache/xerces/impl/xpath/regex,line 1138,
Refused Bequest (AIUR = 0),Info,Token.java,/XE210/src/org/apache/xerces/impl/xpath/regex,line 1329,
Refused Bequest (AIUR = 0),Info,Token.java,/XE210/src/org/apache/xerces/impl/xpath/regex,line 1202,
Refused Bequest (AIUR = 0),Info,Token.java,/XE210/src/org/apache/xerces/impl/xpath/regex,line 1271,
Refused Bequest (AIUR = 0),Info,Token.java,/XE210/src/org/apache/xerces/impl/xpath/regex,line 1103,
"God Method (MNOB = 21, LOC = 212, NOP = 2, NOLV = 22)",Info,Token.java,/XE210/src/org/apache/xerces/impl/xpath/regex,line 732,
"God Method (MNOB = 26, LOC = 87, NOP = 2, NOLV = 10)",Info,Token.java,/XE210/src/org/apache/xerces/impl/xpath/regex,line 385,
"Shotgun Surgery (CM = 84, ChC = 7)",Info,TypeValidator.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 35,
Refused Bequest (AIUR = 0),Info,UIEventImpl.java,/XE210/src/org/apache/xerces/dom/events,line 29,
"Shotgun Surgery (CM = 17, ChC = 10)",Info,URI.java,/XE210/src/org/apache/xerces/util,line 58,
"God Method (MNOB = 19, LOC = 83, NOP = 1, NOLV = 6)",Info,URI.java,/XE210/src/org/apache/xerces/util,line 712,
"God Method (MNOB = 14, LOC = 71, NOP = 1, NOLV = 12)",Info,URI.java,/XE210/src/org/apache/xerces/util,line 874,
"God Method (MNOB = 52, LOC = 249, NOP = 3, NOLV = 22)",Info,UTF8Reader.java,/XE210/src/org/apache/xerces/impl/io,line 286,
"God Method (MNOB = 25, LOC = 95, NOP = 0, NOLV = 13)",Info,UTF8Reader.java,/XE210/src/org/apache/xerces/impl/io,line 149,
"Shotgun Surgery (CM = 32, ChC = 9)",Info,ValidatedInfo.java,/XE210/src/org/apache/xerces/impl/dv,line 32,
"Feature Envy (ALD = 0, NIC = 1, AID = 5)",Info,ValidatedInfo.java,/XE210/src/org/apache/xerces/impl/dv,line 140,
"Shotgun Surgery (CM = 63, ChC = 10)",Info,ValidationContext.java,/XE210/src/org/apache/xerces/impl/dv,line 30,
"Shotgun Surgery (CM = 24, ChC = 18)",Info,ValidationManager.java,/XE210/src/org/apache/xerces/impl/validation,line 33,
"Shotgun Surgery (CM = 23, ChC = 11)",Info,ValidationState.java,/XE210/src/org/apache/xerces/impl/validation,line 36,
"God Class (AOFD = 6, TCC = 17, WMPC1 = 110)",Info,ValidatorHandlerImpl.java,/XE210/src/org/apache/xerces/jaxp/validation,line 91,
"God Method (MNOB = 7, LOC = 75, NOP = 2, NOLV = 14)",Info,ValidatorHandlerImpl.java,/XE210/src/org/apache/xerces/jaxp/validation,line 683,
"Shotgun Surgery (CM = 205, ChC = 37)",Info,WMLElementImpl.java,/XE210/src/org/apache/wml/dom,line 26,
Refused Bequest (AIUR = 0),Info,WMLElementImpl.java,/XE210/src/org/apache/wml/dom,line 26,
Refused Bequest (AIUR = 0),Info,XHTMLSerializer.java,/XE210/src/org/apache/xml/serialize,line 38,
"God Class (AOFD = 12, TCC = 30, WMPC1 = 383)",Info,XIncludeHandler.java,/XE210/src/org/apache/xerces/xinclude,line 116,
"Shotgun Surgery (CM = 21, ChC = 11)",Info,XIncludeHandler.java,/XE210/src/org/apache/xerces/xinclude,line 116,
"Feature Envy (ALD = 1, NIC = 1, AID = 7)",Info,XIncludeHandler.java,/XE210/src/org/apache/xerces/xinclude,line 2433,
"Feature Envy (ALD = 1, NIC = 1, AID = 6)",Info,XIncludeHandler.java,/XE210/src/org/apache/xerces/xinclude,line 2455,
"God Method (MNOB = 47, LOC = 285, NOP = 1, NOLV = 28)",Info,XIncludeHandler.java,/XE210/src/org/apache/xerces/xinclude,line 1457,
"God Method (MNOB = 21, LOC = 160, NOP = 1, NOLV = 18)",Info,XIncludeHandler.java,/XE210/src/org/apache/xerces/xinclude,line 386,
"God Method (MNOB = 17, LOC = 105, NOP = 1, NOLV = 18)",Info,XIncludeHandler.java,/XE210/src/org/apache/xerces/xinclude,line 1987,
"God Method (MNOB = 15, LOC = 75, NOP = 1, NOLV = 9)",Info,XIncludeHandler.java,/XE210/src/org/apache/xerces/xinclude,line 3010,
"God Method (MNOB = 33, LOC = 112, NOP = 1, NOLV = 18)",Info,XIncludeTextReader.java,/XE210/src/org/apache/xerces/xinclude,line 104,
"Shotgun Surgery (CM = 16, ChC = 13)",Info,XInt.java,/XE210/src/org/apache/xerces/impl/xs/util,line 25,
"Shotgun Surgery (CM = 42, ChC = 13)",Info,XML11Char.java,/XE210/src/org/apache/xerces/util,line 42,
"God Class (AOFD = 5, TCC = 8, WMPC1 = 130)",Info,XML11Configuration.java,/XE210/src/org/apache/xerces/parsers,line 73,
"Shotgun Surgery (CM = 23, ChC = 11)",Info,XML11Configuration.java,/XE210/src/org/apache/xerces/parsers,line 73,
"Feature Envy (ALD = 0, NIC = 2, AID = 13)",Info,XML11Configuration.java,/XE210/src/org/apache/xerces/parsers,line 1275,
"Feature Envy (ALD = 0, NIC = 2, AID = 9)",Info,XML11Configuration.java,/XE210/src/org/apache/xerces/parsers,line 1393,
"Feature Envy (ALD = 0, NIC = 2, AID = 9)",Info,XML11DTDConfiguration.java,/XE210/src/org/apache/xerces/parsers,line 1073,
"Feature Envy (ALD = 0, NIC = 2, AID = 5)",Info,XML11DTDConfiguration.java,/XE210/src/org/apache/xerces/parsers,line 1164,
"God Method (MNOB = 62, LOC = 209, NOP = 5, NOLV = 8)",Info,XML11DocumentScannerImpl.java,/XE210/src/org/apache/xerces/impl,line 153,
"Feature Envy (ALD = 1, NIC = 1, AID = 8)",Info,XML11EntityScanner.java,/XE210/src/org/apache/xerces/impl,line 916,
"Feature Envy (ALD = 1, NIC = 1, AID = 7)",Info,XML11EntityScanner.java,/XE210/src/org/apache/xerces/impl,line 775,
"Feature Envy (ALD = 1, NIC = 1, AID = 7)",Info,XML11EntityScanner.java,/XE210/src/org/apache/xerces/impl,line 1063,
"Feature Envy (ALD = 1, NIC = 1, AID = 6)",Info,XML11EntityScanner.java,/XE210/src/org/apache/xerces/impl,line 1325,
"Feature Envy (ALD = 1, NIC = 1, AID = 5)",Info,XML11EntityScanner.java,/XE210/src/org/apache/xerces/impl,line 91,
"Feature Envy (ALD = 2, NIC = 1, AID = 5)",Info,XML11EntityScanner.java,/XE210/src/org/apache/xerces/impl,line 139,
"Feature Envy (ALD = 2, NIC = 1, AID = 5)",Info,XML11EntityScanner.java,/XE210/src/org/apache/xerces/impl,line 250,
"Feature Envy (ALD = 2, NIC = 1, AID = 5)",Info,XML11EntityScanner.java,/XE210/src/org/apache/xerces/impl,line 404,
"Feature Envy (ALD = 1, NIC = 1, AID = 5)",Info,XML11EntityScanner.java,/XE210/src/org/apache/xerces/impl,line 1265,
"Feature Envy (ALD = 1, NIC = 1, AID = 5)",Info,XML11EntityScanner.java,/XE210/src/org/apache/xerces/impl,line 1426,
"God Method (MNOB = 38, LOC = 170, NOP = 1, NOLV = 21)",Info,XML11EntityScanner.java,/XE210/src/org/apache/xerces/impl,line 565,
"God Method (MNOB = 33, LOC = 167, NOP = 2, NOLV = 19)",Info,XML11EntityScanner.java,/XE210/src/org/apache/xerces/impl,line 1063,
"God Method (MNOB = 30, LOC = 125, NOP = 0, NOLV = 14)",Info,XML11EntityScanner.java,/XE210/src/org/apache/xerces/impl,line 250,
"God Method (MNOB = 30, LOC = 125, NOP = 0, NOLV = 14)",Info,XML11EntityScanner.java,/XE210/src/org/apache/xerces/impl,line 404,
"God Method (MNOB = 22, LOC = 102, NOP = 2, NOLV = 8)",Info,XML11EntityScanner.java,/XE210/src/org/apache/xerces/impl,line 916,
"God Method (MNOB = 22, LOC = 99, NOP = 1, NOLV = 8)",Info,XML11EntityScanner.java,/XE210/src/org/apache/xerces/impl,line 775,
"God Method (MNOB = 19, LOC = 83, NOP = 0, NOLV = 11)",Info,XML11EntityScanner.java,/XE210/src/org/apache/xerces/impl,line 139,
"God Method (MNOB = 16, LOC = 104, NOP = 3, NOLV = 16)",Info,XML11NSDTDValidator.java,/XE210/src/org/apache/xerces/impl/dtd,line 65,
"God Class (AOFD = 6, TCC = 0, WMPC1 = 88)",Info,XML11NSDocumentScannerImpl.java,/XE210/src/org/apache/xerces/impl,line 66,
"God Method (MNOB = 29, LOC = 151, NOP = 0, NOLV = 10)",Info,XML11NSDocumentScannerImpl.java,/XE210/src/org/apache/xerces/impl,line 126,
"God Method (MNOB = 28, LOC = 149, NOP = 0, NOLV = 9)",Info,XML11NSDocumentScannerImpl.java,/XE210/src/org/apache/xerces/impl,line 339,
"God Method (MNOB = 17, LOC = 108, NOP = 1, NOLV = 7)",Info,XML11NSDocumentScannerImpl.java,/XE210/src/org/apache/xerces/impl,line 547,
"Feature Envy (ALD = 0, NIC = 2, AID = 9)",Info,XML11NonValidatingConfiguration.java,/XE210/src/org/apache/xerces/parsers,line 963,
"Feature Envy (ALD = 0, NIC = 2, AID = 7)",Info,XML11NonValidatingConfiguration.java,/XE210/src/org/apache/xerces/parsers,line 1054,
"God Class (AOFD = 5, TCC = 0, WMPC1 = 64)",Info,XML11Serializer.java,/XE210/src/org/apache/xml/serialize,line 82,
"Shotgun Surgery (CM = 135, ChC = 22)",Info,XMLAttributes.java,/XE210/src/org/apache/xerces/xni,line 35,
"Data Class (NOPA = 7, WOC = 0, NAM = 0)",Info,XMLAttributesImpl.java,/XE210/src/org/apache/xerces/util,line 1020,
"Shotgun Surgery (CM = 22, ChC = 12)",Info,XMLAttributesImpl.java,/XE210/src/org/apache/xerces/util,line 42,
"God Method (MNOB = 13, LOC = 75, NOP = 3, NOLV = 10)",Info,XMLAttributesImpl.java,/XE210/src/org/apache/xerces/util,line 173,
"Shotgun Surgery (CM = 94, ChC = 41)",Info,XMLChar.java,/XE210/src/org/apache/xerces/util,line 45,
"Shotgun Surgery (CM = 111, ChC = 10)",Info,XMLComponent.java,/XE210/src/org/apache/xerces/xni/parser,line 33,
"Shotgun Surgery (CM = 29, ChC = 18)",Info,XMLComponentManager.java,/XE210/src/org/apache/xerces/xni/parser,line 34,
